,Sentiment_Score,Tweet
236,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/TDJEaUyhQz
237,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/PBCicta03M
238,1,"RT @noelledl_: I hope that 10 years from now, I'll be joking with friends, ""Remember when Donald Trump almost got elected?!"" PHEW, that was…"
239,-1,RT @BlissTabitha: Donald Trump Squashes Jeb Bush Like a Bug at CNN Debate - YouTube https://t.co/uVzopdovm3
240,2,Donald Trump doesn’t know how the Internet works #opinions https://t.co/IbfrNzt8Jr https://t.co/aZ0lec9Ikx
241,-1,RT @benshapiro: It's as if Jeb Bush was born simply so that Donald Trump could beat the living hell out of him on national television.
242,-1,RT @TIME: Donald Trump wants to close off parts of the internet #GOPdebate https://t.co/3nKTR6nKCM https://t.co/A5E44z2jWn
243,-2,"""I would certainly be open to closing areas where we are at war with somebody,"" Trump said in response to a questi… https://t.co/YoisYsDUIk"
244,0,RT @blewthebigone: Retweet if you are 100 PERCENT voting for Donald Trump
245,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/CLZAW02DE1
246,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/mtRiZeJ3H9
247,-1,RT @BlissTabitha: Donald Trump Squashes Jeb Bush Like a Bug at CNN Debate - YouTube https://t.co/uVzopdovm3
248,3,"RT @AJEnglish: ""Donald Trump likes to talk. Or perhaps to be more accurate, he likes people to listen"" https://t.co/ZHdcrmWOMo https://t.co…"
249,3,"RT @lovelive_txt: who would be a better president
rt for nico yazawa
fav for donald trump http://t.co/QrtNcqTL3J"
250,-3,"Donald Trump: ""We moeten familieleden van terroristen gaan doden"".
 #GOPDebate"
251,0,RT @DooleyFunnyAf: Can't believe Donald Trump winning the election http://t.co/H3XhKDnlOi
252,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
253,0,"@a_williams_21 said she was voting for Donald Trump ....

#Eh"
254,-5,"RT @FrankLuntz: Rand Paul just lost to Donald Trump, as well.

Every candidate who attacks Trump fails with my focus group.  #GOPDebate"
255,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/fcWihcIcxw
256,-2,"RT @johnnyreb1864: Newsmax Prime | Bradley Blakeman and Scottie Nell Hughes - Has Donald Trump has gone too far?
@DanScavino  https://t.co/…"
257,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/zely0IrxX1
258,-2,RT @MakeItPlain: Donald Trump's doctor blamed for patient's death https://t.co/1RoP8lzMyI #politics #Republicans #DrHaroldBornstein #Donald…
259,3,"RT @AJEnglish: ""Donald Trump likes to talk. Or perhaps to be more accurate, he likes people to listen"" https://t.co/ZHdcrmWOMo https://t.co…"
260,0,RT @saxhoe: donald trump: make america a fascist ran country by eliminating all rights of the american people https://t.co/IZdx33l1UR
261,-1,"Retweeted Rick Overton (@rickoverton):

Every night, Donald Trump sleeps in a hyperbolic chamber."
262,-1,RT @BlissTabitha: Donald Trump Squashes Jeb Bush Like a Bug at CNN Debate - YouTube https://t.co/uVzopdovm3
263,0,"RT @sageboggs: jeb bush: donald trump should not be president
donald trump: jeb bush should not be president
ben carson: my best friend is …"
264,-2,"RT @lesoir: Donald #Trump réitère sa volonté d’interdire l’entrée des musulmans aux États-Unis
https://t.co/Nwlu5paBQw https://t.co/AD8qv8H…"
265,1,"RT @FrankLuntz: Trump had the top 3 most-talked-about #GOPDebate moments, and 35% of debate conversation on Twitter.

https://t.co/jzqmD6WU…"
266,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/QxDAxEAtXM
267,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/1ZOB3Kw10C
268,-2,RT @nytimes: Donald Trump came under sustained attack from Republican candidates during the #GOPDebate https://t.co/VEfl0lEhOk https://t.co…
269,-2,"[Rott&amp;Meyer] Darum hat Donald Trump die Fähigkeit, Präsident zu werden! https://t.co/0PexW56jIc"
270,0,Trump: We must 'penetrate the Internet' https://t.co/D5noabPF1n
271,-1,"RT @mydaughtersarmy: Dear Donald Trump,
Twitter is forever.

#GOPDebate https://t.co/VCQaUXmgJt"
272,-4,RT @MacMiller: Just don't forget about the ridiculously large amount of humans who are down to have Donald Trump be present. There is work …
273,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
274,0,"RT @sageboggs: jeb bush: donald trump should not be president
donald trump: jeb bush should not be president
ben carson: my best friend is …"
275,1,The current state of affairs on Earth looks like a scene from a cheesy B movie.  And the main actor of this cheesy B movie is Donald Trump.
276,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/6NXgKwh9la
277,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/eqgwj5iGNf
278,1,.@FloEagle RT @stephenfhayes: Think this is easily Donald Trump's best debate. #gopdebate
279,-1,RT @THE617VIP: #DonaldTrump likely #WINNER of #GOPDebate.  #GOPDebatePredictions MANY #lies to be told. https://t.co/VliB3GUYG1 https://t.c…
280,0,https://t.co/clJMvaYqjq https://t.co/Vir77rb5hv
281,0,RT @AnonyOps: #GOPDebate: Donal Trump wants to “penetrate” the internet. I feel violated already :/ https://t.co/fxnuTczlir https://t.co/lm…
282,1,"RT @thehill: Tom Brady: I support ""my friend"" Donald Trump https://t.co/1QQQV0UGvC #GOPdebate https://t.co/UesQzpdQgd"
283,1,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize winner and girls’ ... https://t.co/S3aPyzKNdN"
284,3,"RT @lovelive_txt: who would be a better president
rt for nico yazawa
fav for donald trump http://t.co/QrtNcqTL3J"
285,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/uLK7ZV6Ns5
286,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/s3dOVVR9F6
287,-1,"@klustout Russia, Pakistan, North Korea and Donald Trump."
288,-6,"Trump sneers, Jeb jeers, America fears: Simon says: Trump would be well advised to ignore Jeb Bush. No matter ... https://t.co/4byo339sYP"
289,0,Yuuuuuuuge! Donald Trump's Best GOP Debate Yet https://t.co/ryjJsXrs5K
290,-1,RT @benshapiro: It's as if Jeb Bush was born simply so that Donald Trump could beat the living hell out of him on national television.
291,-1,"RT @rickoverton: Every night, Donald Trump sleeps in a hyperbolic chamber."
292,-1,"RT @pattonoswalt: ""That zoomba teacher at the Equinox on Park and 20th? I've seen her pussy. Fuck Islam."" -- Donald Trump #GOPDebate #closi…"
293,-1,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize wi... https://t.co/dzxZoIV9Bk via @josephjett"
294,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
295,0,"Update: Donald trump and his family has been and still are giant pieces of shit. 
that is all"
296,0,"When Donald #Trump gets flustered, his facial expression is similar to that of a man getting a rectal exam."
297,-1,"RT @Trump2016online: Watch LIVE: Donald Trump Rally in Mesa, AZ - Dec 16, 2015 - 12:00 PM (MST) https://t.co/vl4foolIeR #Trump2016"
298,-1,RT @OmarImranTweets: I Agree with Donald Trump. Ban All the Muslims. https://t.co/NsCoOeLfif
299,0,RT @saxhoe: donald trump: make america a fascist ran country by eliminating all rights of the american people https://t.co/IZdx33l1UR
300,1,RT @washingtonpost: Ted Cruz has been playing the Donald Trump game better than anyone https://t.co/lvTUTBGf9K
301,2,"RT @WSJ: What to watch in the final GOP debate of 2015, the best Windows laptop to buy now, and more top stories. https://t.co/TTQOlYPC7a"
302,1,"@mrsthott @realDonaldTrump Donald Trump is truly ""A New Hope""."
303,0,Donald Trump seeks shutting down Internet in IS-controlled areas https://t.co/Ulca1grueS https://t.co/lyFFBL4OiH
304,-1,"Depat Capres Republik, Donald Trump Vs Jeb Bush Soal ISIS: Seluruh kandidat punya… https://t.co/YgHhog6wsP #wanita"
305,0,RT @thehill: Poll: More people would vote for Darth Vader than Donald Trump https://t.co/CJGY8ii1ZK https://t.co/mm6EyQ7YWe
306,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/XDgEJkMeJz
307,0,Am looking forward to heads exploding all over twitter and all across America when Donald Trump wins the GOP nomination.
308,-2,RT @NadineBabu: I keep waiting for Ashton Kutcher to join Donald Trump on stage and tell America they've been punk'd. #GOPDebate
309,-1,RT @DieVerseCA: When Donald Trump sends you back to the wrong country https://t.co/flqVjHdQIy
310,1,Stop giving Donald Trump the attention he seeks #woke
311,1,RT @TheFakeCNN: ISIS sends Donald Trump fruit basket to thank him for his help with recruiting.
312,-6,"Supporters upstage Donald Trump at Las Vegas rally, heckling protesters with Nazi slogan, threats #fashion #shop #b… https://t.co/sOjfu14QXI"
313,2,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize winner and girls’ education advocate, who..."
314,2,RT @TheDailyShow: A quick candidate refresher: Donald Trump #GOPDebate https://t.co/kksyJJJYUT
315,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/NT8cf243ko
316,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
317,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/WAKDZeuNPR
318,0,RT @blewthebigone: Retweet if you are 100 PERCENT voting for Donald Trump
319,1,RT @jxckhy: When you support Donald Trump and haven't tweeted about Muslims or guns for 5 minutes https://t.co/p289Iq2cLp
320,0,RT @mishadoodle: Me when Donald Trump talks vs when Bernie Sanders talks https://t.co/zP192rL4YL
321,0,RT @OhNoSheTwitnt: Donald Trump making me agree with Dick Cheney is like how introducing Ramsay Snow on Game of Thrones made Joffrey seem n…
322,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
323,2,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize winner and girls’ education advocate, who..."
324,0,RT @CNNPolitics: .@realDonaldTrump pledges his allegiance to the GOP and rules out an independent bid https://t.co/Y8eFCSiDgR https://t.co/…
325,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/RlmAP8yRu3
326,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/6SpzuX8iAK
327,0,RT @GiZPress: Donald Trump Dominates Twitter on Debate Nights https://t.co/5rOXXQupcA https://t.co/k1yYAya15r
328,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
329,0,Donald Trump Dominates Twitter on Debate Nights - TIME https://t.co/gwfu6WXg0W
330,-1,"RT @ruskin147: https://t.co/PM2nI598aF  ""Penetrate"" the internet and close it ""in areas where we are at war with somebody,"" - the @realDona…"
331,-1,Tell @MSNBC and @CNN: Stop promoting Donald Trump's racist presidential campaign https://t.co/N2Aw7mfGa3 via @CREDOMobile #p2 #dumptrump
332,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
333,1,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize winner and g... https://t.co/5wFVZLU5Ao (GUA)"
334,-1,RT @benshapiro: It's as if Jeb Bush was born simply so that Donald Trump could beat the living hell out of him on national television.
335,0,Is the popularity of Donald Trump the suicide note of the Republican Party as we know it?
336,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/eHsy8GP3lg
337,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/XpCfcyDk2A
338,0,RT @thehill: Poll: More people would vote for Darth Vader than Donald Trump https://t.co/CJGY8ii1ZK https://t.co/mm6EyQ7YWe
339,-1,RT @briangaar: Donald Trump is basically a YouTube comment section running for president
340,-4,RT @TPM: White House press secretary mocks Donald Trump's doctor: Did he examine all 44 presidents? https://t.co/CObODjby0n https://t.co/wo…
341,2,"RT @progressivepush: Sack cartoon: Donald Trump, on the case https://t.co/PQebuHcmCv #UniteBlue https://t.co/7FxV2J0jsl"
342,-1,RT @silkeundmueller: Zum Abschied ein Nimmerwiedersehen: Kollege @AndreasHoffman8 pfeift auf H.-W. Sinn und radikalisierte alte Männer: htt…
343,-1,Republican debate: Rubio and Cruz vie to eclipse 'chaos candidate' Trump - https://t.co/zHm2OYmRn9
344,-1,Muhammad Alí se le plantó a #DonaldTrump https://t.co/JfYbgmAdQA https://t.co/cbd0zq6faU (vía @OvacionVE)
345,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/PWI1tZjwAG
346,1,When you're trying to grow your hair out and realize you look like Donald Trump in a wind storm. #longhairedhippie https://t.co/36ox6DNEcn
347,0,RT @ajplus: Hmmm...do we think Donald Trump understands what the internet is? #GOPDebate https://t.co/p9ErogZfsr
348,2,RT @CNNMex: Donald Trump es el favorito de 41% de los republicanos en EU https://t.co/sO8Yfnz7en https://t.co/9CusyLBrtP
349,2,Donald Trump es el favorito de 41% de los republicanos en EU https://t.co/RGM6jiu0Sd
350,2,"RT @BCAppelbaum: ""Nothing works in this country"" Donald Trump tells an audience of well-fed people in large homes watching on high-definiti…"
351,-4,RT @MacMiller: Just don't forget about the ridiculously large amount of humans who are down to have Donald Trump be present. There is work …
352,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
353,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
354,3,"RT @lovelive_txt: who would be a better president
rt for nico yazawa
fav for donald trump http://t.co/QrtNcqTL3J"
355,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/86LoDZokOt
356,0,Franck Underwood ferai un bien meilleur président que Donald Trump #HouseofCards
357,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/H2LTRZm1KZ
358,1,"RT @WritersofColour: We can call out Donald Trump in America, but what about those just like him in the UK? 
https://t.co/zhTw7pw4lJ https:…"
359,1,"RT @noelledl_: I hope that 10 years from now, I'll be joking with friends, ""Remember when Donald Trump almost got elected?!"" PHEW, that was…"
360,1,"RT @sageboggs: jeb bush: we must defund planned parenthood
donald trump: we must destroy planned parenthood
ben carson: the only good movie…"
361,-2,RT @bfranzz: Donald Trump makes me want to vomit.
362,0,RT @WompWizard: Adolf Hitler Vs. Donald Trump https://t.co/Xiphfqj7dr
363,-1,Republican debate: Rubio and Cruz vie to eclipse 'chaos candidate' Trump: Candidates go head to head on ... https://t.co/xugS62jX8I (GUA)
364,-1,Joven inmigrante 'abofeteó' sutilmente al multimillonario Donald Trump https://t.co/w7nINzcsAj via @ActualidadRT
365,-4,RT @MacMiller: Just don't forget about the ridiculously large amount of humans who are down to have Donald Trump be present. There is work …
366,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/dQcsPwjw45
367,-4,"RT @rubin: Hier soir Donald Trump a proposé de ""fermer"" Internet pour lutter contre le terrorisme.

Il ferait décidément un carton en Franc…"
368,1,"RT @DJKhaledSpeaks: Who do you want as your next president?

RT - DJ Khaled
LIKE - Donald Trump https://t.co/Fdc1YwvqLz"
369,3,"RT @AJEnglish: ""Donald Trump likes to talk. Or perhaps to be more accurate, he likes people to listen"" https://t.co/ZHdcrmWOMo https://t.co…"
370,-1,RT @TrapBinLaden: When Donald Trump sends you back to the wrong country https://t.co/qm6SdLDPg6
371,0,RT @TRobinsonNewEra: https://t.co/FBBxw2IlOM Trump is right!’ Police say parts of Britain ARE no-go areas due to ISIS radicalisation
372,0,"RT @TIME: Trump: ""I don’t care what’s happening in other countries. I only care about this country"" https://t.co/iS8T4NPBWj https://t.co/2I…"
373,1,"""JUST WONT!"" - donald trump"
374,-2,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/DkbweWglcm"
375,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/q5Rp1NneIF
376,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/CLZAW02DE1
377,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/e2teu4p4wf
378,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
379,-2,RT @MakeItPlain: Donald Trump's doctor blamed for patient's death https://t.co/1RoP8lzMyI #politics #Republicans #DrHaroldBornstein #Donald…
380,-1,RT @StopVaping: I hope the republican debate ends with Donald Trump taking a VAPE hit then overdosing. #republicandebate
381,2,RT @TheFakeCNN: Donald Trump releases new campaign logo. https://t.co/BSnqpp1kLH
382,1,"""Donald Trump gets schooled on foreign policy in debate https://t.co/yPMAq0UfJb https://t.co/gqpcscPGBO https://t.co/OFWMFrUXLn"""
383,-2,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai - https://t.co/Q8Yg7OdDhr"
384,1,"So Donald Trump is right in his demand?? NO WAYYYYY, he is not nor these people are  https://t.co/1rjVbx2nfn"
385,0,"Donald Trump, CIA https://t.co/6oW8D4YSsV via @imgur"
386,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/fcWihcIcxw
387,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/TDJEaUyhQz
388,-4,RT @MacMiller: Just don't forget about the ridiculously large amount of humans who are down to have Donald Trump be present. There is work …
389,-2,RT @nytimes: Donald Trump came under sustained attack from Republican candidates during the #GOPDebate https://t.co/VEfl0lEhOk https://t.co…
390,-1,"#news #latest Republican rivals spar over IS fight: Donald Trump defends his proposed ban on Muslims entering the US, as Rep... …"
391,0,"RT @nycjim: ""Trump remains the only person I have ever written about who tried to bribe me.” https://t.co/9QZQFiiLno https://t.co/j4VcGM1ts3"
392,2,"RT @BCAppelbaum: ""Nothing works in this country"" Donald Trump tells an audience of well-fed people in large homes watching on high-definiti…"
393,1,"RT @thehill: Tom Brady: I support ""my friend"" Donald Trump https://t.co/1QQQV0UGvC #GOPdebate https://t.co/UesQzpdQgd"
394,1,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize winner and girls’ ... https://t.co/pm0pEWkRBR"
395,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/nXwrLQ6KSJ
396,1,"RT @FrankLuntz: Trump had the top 3 most-talked-about #GOPDebate moments, and 35% of debate conversation on Twitter.

https://t.co/jzqmD6WU…"
397,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/mtRiZeJ3H9
398,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/PBCicta03M
399,1,.@FloEagle RT @stephenfhayes: Think this is easily Donald Trump's best debate. #gopdebate
400,-1,Why aren't moderate oompa loompas condemning Donald Trump? #GOPDebate
401,-3,Donald Trump swats away Jeb Bush over Muslims and terror at Las Vegas GOP debate 2015: 'Jeb doesn't really bel... … https://t.co/IE7aeDMsMS
402,2,"RT @BCAppelbaum: ""Nothing works in this country"" Donald Trump tells an audience of well-fed people in large homes watching on high-definiti…"
403,-1,Republican debate: Rubio and Cruz vie to eclipse 'chaos candidate' Trump: Candidates go head to head on immigr... https://t.co/WzUqVHeCNY
404,-2,RT @YourBoyAustin_: The worst thing about Donald Trump running for president is people are actually going to vote for him...
405,0,Tom Brady -- I Still Support Donald Trump ... 'He's a Good Friend' https://t.co/rQ1yWN59Pl
406,1,The current state of affairs on Earth looks like a scene from a cheesy B movie.  And the main actor of this cheesy B movie is Donald Trump.
407,-2,"RT @johnnyreb1864: Newsmax Prime | Bradley Blakeman and Scottie Nell Hughes - Has Donald Trump has gone too far?
@DanScavino  https://t.co/…"
408,-1,RT @BlissTabitha: Donald Trump Squashes Jeb Bush Like a Bug at CNN Debate - YouTube https://t.co/uVzopdovm3
409,-6,"Trump sneers, Jeb jeers, America fears: Simon says: Trump would be well advised to ignore Jeb Bush. No matter ... https://t.co/4byo339sYP"
410,-2,"RT @FrankLuntz: “A lot of folks thought Donald Trump and Ted Cruz would attack one another. Instead, we saw the exact opposite.”  #GOPDebat…"
411,0,if you're thinking of voting for Donald Trump wyd???
412,3,"RT @lovelive_txt: who would be a better president
rt for nico yazawa
fav for donald trump http://t.co/QrtNcqTL3J"
413,0,RT @TRobinsonNewEra: https://t.co/FBBxw2IlOM Trump is right!’ Police say parts of Britain ARE no-go areas due to ISIS radicalisation
414,-1,RT @BlissTabitha: Donald Trump Squashes Jeb Bush Like a Bug at CNN Debate - YouTube https://t.co/uVzopdovm3
415,0,What if Donald Trump is just a particularly dank meme?
416,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/uLK7ZV6Ns5
417,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/QxDAxEAtXM
418,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/zely0IrxX1
419,-1,RT @OmarImranTweets: I Agree with Donald Trump. Ban All the Muslims. https://t.co/NsCoOeLfif
420,-2,Dernier débat républicain: Bush accuse Trump d'être le « candidat du chaos » https://t.co/3EdvTX2S2G #src #nouvelles
421,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
422,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
423,0,Expected Trump-Cruz fireworks fizzle during GOP debate: WASHINGTON — Republicans expected a showdown between b... https://t.co/TEKcAhCh1N
424,2,"RT @ConceptGrp: Donald Trump: ""I was blessed with a very good brain"" https://t.co/1WWpzjj2Nn https://t.co/UY6kiwUqGW"
425,3,"RT @AJEnglish: ""Donald Trump likes to talk. Or perhaps to be more accurate, he likes people to listen"" https://t.co/ZHdcrmWOMo https://t.co…"
426,0,"Update: Donald trump and his family has been and still are giant pieces of shit. 
that is all"
427,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/6NXgKwh9la
428,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/1ZOB3Kw10C
429,-2,RT @NadineBabu: I keep waiting for Ashton Kutcher to join Donald Trump on stage and tell America they've been punk'd. #GOPDebate
430,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
431,-3,"RT @HuffingtonPost: Malala warns that politicians like Donald Trump will ""radicalize more terrorists"" https://t.co/pUrLijf6JY https://t.co/…"
432,-1,@Asencio_Alyssa I'm weak as shit even a Donald trump account knows I'm psycho ???????
433,-1,Somebody shoot that Donald Trump cunt! Geez!
434,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
435,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/kCN1LLSeRA
436,0,RT @thehill: Poll: More people would vote for Darth Vader than Donald Trump https://t.co/CJGY8ii1ZK https://t.co/mm6EyQ7YWe
437,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/s3dOVVR9F6
438,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/eqgwj5iGNf
439,0,RT @blewthebigone: Retweet if you are 100 PERCENT voting for Donald Trump
440,-2,#news #latest VIDEO: Sparks fly in US Republican debate: Donald Trump and his Republican presidential candidacy rivals spar ... …
441,-1,@FareedZakaria with @donlemon of @CNN on Donald Trump https://t.co/Ggb61l2qOS
442,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
443,1,RT @jxckhy: When you support Donald Trump and haven't tweeted about Muslims or guns for 5 minutes https://t.co/p289Iq2cLp
444,1,"RT @kcmoore51: *plays with Donald Trump's luxurious hair*

#BT140"
445,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/oP9GCMKCLY
446,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/NT8cf243ko
447,0,"When Donald #Trump gets flustered, his facial expression is similar to that of a man getting a rectal exam."
448,-1,"@klustout Russia, Pakistan, North Korea and Donald Trump."
449,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
450,0,Donald Trump candidato a la Casa Blanca???? Esperad que me río: JAJAJAJAJAJAJAJAJAJAJAJA
451,0,"RT @lordxmen2k: The 10 Greatest Moments From the Fifth GOP Debate: 1. Jeb Bush and Donald Trump Fight to the Death
Bush:... https://t.co/LL…"
452,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
453,3,"RT @lovelive_txt: who would be a better president
rt for nico yazawa
fav for donald trump http://t.co/QrtNcqTL3J"
454,-1,RT @BlissTabitha: Donald Trump Squashes Jeb Bush Like a Bug at CNN Debate - YouTube https://t.co/uVzopdovm3
455,1,"RT @DJKhaledSpeaks: Who do you want as your next president?

RT - DJ Khaled
LIKE - Donald Trump https://t.co/Fdc1YwvqLz"
456,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/RlmAP8yRu3
457,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/XDgEJkMeJz
458,-1,"RT @Trump2016online: Watch LIVE: Donald Trump Rally in Mesa, AZ - Dec 16, 2015 - 12:00 PM (MST) https://t.co/vl4foolIeR #Trump2016"
459,0,RT @thehill: Poll: More people would vote for Darth Vader than Donald Trump https://t.co/CJGY8ii1ZK https://t.co/mm6EyQ7YWe
460,1,"RT googletrenderer ""Donald Trump gets schooled on foreign policy in debate https://t.co/N5kp1Eq1nr #politics #news"""
461,-2,"RT @stanleybehrman: If you support a racist sexist bigot who mocks people with disabilities, what does that make you?

Asking for a Donald …"
462,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
463,-2,"RT @intifada: Donald Trump, anti-Muslim hysteria and the hypocrites who enabled his rise | @RaniaKhalek https://t.co/idSaKJ1A94 https://t.c…"
464,-1,"RT @terranceluvsme: Donald trump: I hate country music
Me: http://t.co/uxdIpo6bpR"
465,-1,"Republicans reject Donald Trump’s Muslim ban, but not Donald Trump https://t.co/2XMlfdmjHi"
466,0,Is the popularity of Donald Trump the suicide note of the Republican Party as we know it?
467,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
468,0,Am looking forward to heads exploding all over twitter and all across America when Donald Trump wins the GOP nomination.
469,2,RT @CNNMex: Donald Trump es el favorito de 41% de los republicanos en EU https://t.co/sO8Yfnz7en https://t.co/9CusyLBrtP
470,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
471,0,RT @saxhoe: donald trump: make america a fascist ran country by eliminating all rights of the american people https://t.co/IZdx33l1UR
472,-1,Donald Trump Squashes Jeb Bush Like a Bug at CNN Debate - YouTube https://t.co/uVzopdovm3
