,Sentiment_Score,Tweet
217,0,RT @cnnbrk: Fiorina: Hillary Clinton and Barack Obama are responsible for the growth of ISIS #GOPdebate https://t.co/xRsP634FFg https://t.c…
218,0,RT @geosplace: The questions  journalists should be asking Hillary Clinton https://t.co/FFhasJW3mF via @DCExaminer Most journalists are Dem…
219,3,"RT @cmclymer: Well, folks... that was a shit show. Once again, Hillary Clinton's greatest advantage is the existence of the Republican Part…"
220,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
221,-3,"RT @GodfreyHuguley: Hillary Clinton:We must stand against hateful, inflammatory, anti-muslim rhetoric. She left off jacka#s. #comedy #stand…"
222,-3,"RT @GodfreyHuguley: Hillary Clinton:We must stand against hateful, inflammatory, anti-muslim rhetoric. She left off jacka#s. #comedy #stand…"
223,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
224,0,"RT LivosEnergy Hillary Clinton’s Renewable Energy Plans are Good News for Solar Power
 https://t.co/a0Xalw4Z4b #Solar #Renewables"
225,-2,Exposing the I.S.I.S Lie: How President Obama &amp; Hillary Clinton Created ... https://t.co/K2EqFtaRv7 via @YouTube
226,-2,Exposing the I.S.I.S Lie: How President Obama &amp; Hillary Clinton Created ... https://t.co/K2EqFtaRv7 via @YouTube
227,-1,RT @ldbrillante: Hillary got $21.7 million for 92 prvt appearances since 2013 Bulk bght &amp; paid 4 by Wall St! https://t.co/UtLXVXoAt5 https:…
228,0,RT @cnnbrk: Fiorina: Hillary Clinton and Barack Obama are responsible for the growth of ISIS #GOPdebate https://t.co/xRsP634FFg https://t.c…
229,0,#latest #news Hillary's new campaign strategy? Running as Obama-plus: I call Clinton's strategy Obama-plus. She will do ever... …
230,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
231,-1,"RT @NolteNC: Rape-Hoaxer Lena Dunham to Campaign for Rape-Denier Hillary Clinton 

https://t.co/DpPHDwqOcP https://t.co/WrFlyKlBg3"
232,-1,"RT @NolteNC: Rape-Hoaxer Lena Dunham to Campaign for Rape-Denier Hillary Clinton 

https://t.co/DpPHDwqOcP https://t.co/WrFlyKlBg3"
233,-3,"RT @GodfreyHuguley: Hillary Clinton:We must stand against hateful, inflammatory, anti-muslim rhetoric. She left off jacka#s. #comedy #stand…"
234,0,RT @gerfingerpoken2: (IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.…
235,0,"RT LivosEnergy Hillary Clinton’s Renewable Energy Plans are Good News for Solar Power
 https://t.co/a0Xalw4Z4b #Solar #Renewables"
236,0,"RT LivosEnergy Hillary Clinton’s Renewable Energy Plans are Good News for Solar Power
 https://t.co/a0Xalw4Z4b #Solar #Renewables"
237,-2,Exposing the I.S.I.S Lie: How President Obama &amp; Hillary Clinton Created ... https://t.co/K2EqFtaRv7 via @YouTube
238,-1,RT @ldbrillante: Hillary got $21.7 million for 92 prvt appearances since 2013 Bulk bght &amp; paid 4 by Wall St! https://t.co/UtLXVXoAt5 https:…
239,0,#news #latest Hillary's new campaign strategy? Running as Obama-plus: I call Clinton's strategy Obama-plus. She will do ever... …
240,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
241,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
242,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
243,-1,"RT @NolteNC: Rape-Hoaxer Lena Dunham to Campaign for Rape-Denier Hillary Clinton 

https://t.co/DpPHDwqOcP https://t.co/WrFlyKlBg3"
244,0,#news #latest Hillary's new campaign strategy? Running as Obama-plus: I call Clinton's strategy Obama-plus. She will do ever... …
245,0,RT @gerfingerpoken2: (IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.…
246,0,RT @gerfingerpoken2: (IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.…
247,0,"RT LivosEnergy Hillary Clinton’s Renewable Energy Plans are Good News for Solar Power
 https://t.co/a0Xalw4Z4b #Solar #Renewables"
248,-2,Exposing the I.S.I.S Lie: How President Obama &amp; Hillary Clinton Created ... https://t.co/K2EqFtaRv7 via @YouTube
249,-1,Electing Hillary Clinton would be more detrimental to the U.S than electing trump. My skin recedes every time she speaks..
250,-3,RT @LastGreatStand: Bombshell Email: Hillary Clinton Gave Benghazi Stand Down Order - https://t.co/x5S4aihnJM https://t.co/KhbxaYrszc
251,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
252,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
253,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
254,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
255,0,#news #latest Hillary's new campaign strategy? Running as Obama-plus: I call Clinton's strategy Obama-plus. She will do ever... …
256,0,#news #latest Hillary's new campaign strategy? Running as Obama-plus: I call Clinton's strategy Obama-plus. She will do ever... …
257,0,RT @gerfingerpoken2: (IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.…
258,0,"RT LivosEnergy Hillary Clinton’s Renewable Energy Plans are Good News for Solar Power
 https://t.co/a0Xalw4Z4b #Solar #Renewables"
259,0,RT @geosplace: The questions  journalists should be asking Hillary Clinton https://t.co/FFhasJW3mF via @DCExaminer Most journalists are Dem…
260,1,RT @NickMarroletti: A mom just swung by our @HillaryforIA Clinton office because her 12 year old daughter is so excited about Hillary! http…
261,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
262,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
263,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
264,0,#news #latest Hillary's new campaign strategy? Running as Obama-plus: I call Clinton's strategy Obama-plus. She will do ever... …
265,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
266,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
267,0,#news #latest Hillary's new campaign strategy? Running as Obama-plus: I call Clinton's strategy Obama-plus. She will do ever... …
268,0,RT @gerfingerpoken2: (IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.…
269,0,RT @cnnbrk: Fiorina: Hillary Clinton and Barack Obama are responsible for the growth of ISIS #GOPdebate https://t.co/xRsP634FFg https://t.c…
270,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
271,-3,RT @LastGreatStand: Bombshell Email: Hillary Clinton Gave Benghazi Stand Down Order - https://t.co/x5S4aihnJM https://t.co/KhbxaYrszc
272,-3,RT @LastGreatStand: Bombshell Email: Hillary Clinton Gave Benghazi Stand Down Order - https://t.co/x5S4aihnJM https://t.co/KhbxaYrszc
273,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
274,1,"RT @melaninbri: here's a game...

take a shot of whatever drink when you hear the words
""(Barack) Obama""
""Hillary (Clinton)""
""Syrian refuge…"
275,0,#news #latest Hillary's new campaign strategy? Running as Obama-plus: I call Clinton's strategy Obama-plus. She will do ever... …
276,0,#news #latest Hillary's new campaign strategy? Running as Obama-plus: I call Clinton's strategy Obama-plus. She will do ever... …
277,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
278,0,#news #latest Hillary's new campaign strategy? Running as Obama-plus: I call Clinton's strategy Obama-plus. She will do ever... …
279,-1,RT @ldbrillante: Hillary got $21.7 million for 92 prvt appearances since 2013 Bulk bght &amp; paid 4 by Wall St! https://t.co/UtLXVXoAt5 https:…
280,2,RT @kindcutesteve: Hillary Clinton announces new piece of immigration reform policy https://t.co/GrVW5ft1O1 #p2 #AINF #TNTVote https://t.co…
281,1,RT @NickMarroletti: A mom just swung by our @HillaryforIA Clinton office because her 12 year old daughter is so excited about Hillary! http…
282,1,RT @NickMarroletti: A mom just swung by our @HillaryforIA Clinton office because her 12 year old daughter is so excited about Hillary! http…
283,-3,RT @LastGreatStand: Bombshell Email: Hillary Clinton Gave Benghazi Stand Down Order - https://t.co/x5S4aihnJM https://t.co/KhbxaYrszc
284,0,Questions Legitimate Journalists Should Be Asking Hillary Clinton - RealClearPolitics https://t.co/AUgGVy2wsy https://t.co/qAQj54OPs8
285,1,"RT @melaninbri: here's a game...

take a shot of whatever drink when you hear the words
""(Barack) Obama""
""Hillary (Clinton)""
""Syrian refuge…"
286,1,"RT @melaninbri: here's a game...

take a shot of whatever drink when you hear the words
""(Barack) Obama""
""Hillary (Clinton)""
""Syrian refuge…"
287,0,#news #latest Hillary's new campaign strategy? Running as Obama-plus: I call Clinton's strategy Obama-plus. She will do ever... …
288,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
289,-2,Exposing the I.S.I.S Lie: How President Obama &amp; Hillary Clinton Created ... https://t.co/K2EqFtaRv7 via @YouTube
290,2,RT @Writeintrump: Hillary Clinton made out her letter to Santa today and once again a Pardon was on the top of her Christmas wish list.
291,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
292,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
293,1,RT @NickMarroletti: A mom just swung by our @HillaryforIA Clinton office because her 12 year old daughter is so excited about Hillary! http…
294,2,RT @GKMTNtwits: What a real leader sounds like: @HillaryClinton talking homeland security! https://t.co/9OQTBH37Xa @maddow https://t.co/KGl…
295,0,Questions Legitimate Journalists Should Be Asking Hillary Clinton - RealClearPolitics https://t.co/AUgGVy2wsy https://t.co/qAQj54OPs8
296,0,Questions Legitimate Journalists Should Be Asking Hillary Clinton - RealClearPolitics https://t.co/AUgGVy2wsy https://t.co/qAQj54OPs8
297,1,"RT @melaninbri: here's a game...

take a shot of whatever drink when you hear the words
""(Barack) Obama""
""Hillary (Clinton)""
""Syrian refuge…"
298,0,#news #latest Hillary's new campaign strategy? Running as Obama-plus: I call Clinton's strategy Obama-plus. She will do ever... …
299,0,"RT LivosEnergy Hillary Clinton’s Renewable Energy Plans are Good News for Solar Power
 https://t.co/a0Xalw4Z4b #Solar #Renewables"
300,2,"RT @trevortimm: On the left: Trump's remarks on the Internet &amp; free speech everyone is making fun of.

On the right: Hillary Clinton https:…"
301,2,RT @kindcutesteve: Hillary Clinton announces new piece of immigration reform policy https://t.co/GrVW5ft1O1 #p2 #AINF #TNTVote https://t.co…
302,2,RT @kindcutesteve: Hillary Clinton announces new piece of immigration reform policy https://t.co/GrVW5ft1O1 #p2 #AINF #TNTVote https://t.co…
303,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
304,3,RT @GKMTNtwits: What a real leader sounds like: @HillaryClinton talking homeland security! https://t.co/9OQTBH37Xa @allinwithchris https://…
305,2,RT @GKMTNtwits: What a real leader sounds like: @HillaryClinton talking homeland security! https://t.co/9OQTBH37Xa @maddow https://t.co/KGl…
306,2,RT @GKMTNtwits: What a real leader sounds like: @HillaryClinton talking homeland security! https://t.co/9OQTBH37Xa @maddow https://t.co/KGl…
307,0,Questions Legitimate Journalists Should Be Asking Hillary Clinton - RealClearPolitics https://t.co/AUgGVy2wsy https://t.co/qAQj54OPs8
308,1,"RT @melaninbri: here's a game...

take a shot of whatever drink when you hear the words
""(Barack) Obama""
""Hillary (Clinton)""
""Syrian refuge…"
309,0,RT @gerfingerpoken2: (IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.…
310,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
311,2,RT @Writeintrump: Hillary Clinton made out her letter to Santa today and once again a Pardon was on the top of her Christmas wish list.
312,2,RT @Writeintrump: Hillary Clinton made out her letter to Santa today and once again a Pardon was on the top of her Christmas wish list.
313,2,RT @kindcutesteve: Hillary Clinton announces new piece of immigration reform policy https://t.co/GrVW5ft1O1 #p2 #AINF #TNTVote https://t.co…
314,0,"And for that, Hillary Clinton is a big big contender whichever you look at it  https://t.co/1faJpFNMpm"
315,3,RT @GKMTNtwits: What a real leader sounds like: @HillaryClinton talking homeland security! https://t.co/9OQTBH37Xa @allinwithchris https://…
316,3,RT @GKMTNtwits: What a real leader sounds like: @HillaryClinton talking homeland security! https://t.co/9OQTBH37Xa @allinwithchris https://…
317,2,RT @GKMTNtwits: What a real leader sounds like: @HillaryClinton talking homeland security! https://t.co/9OQTBH37Xa @maddow https://t.co/KGl…
318,0,Questions Legitimate Journalists Should Be Asking Hillary Clinton - RealClearPolitics https://t.co/AUgGVy2wsy https://t.co/qAQj54OPs8
319,0,#news #latest Hillary's new campaign strategy? Running as Obama-plus: I call Clinton's strategy Obama-plus. She will do ever... …
320,2,"RT @markhor: ""Can I really be this lucky? Nobody is this lucky!""
--Hillary Clinton, right now"
321,2,"RT @trevortimm: On the left: Trump's remarks on the Internet &amp; free speech everyone is making fun of.

On the right: Hillary Clinton https:…"
322,2,"RT @trevortimm: On the left: Trump's remarks on the Internet &amp; free speech everyone is making fun of.

On the right: Hillary Clinton https:…"
323,2,RT @Writeintrump: Hillary Clinton made out her letter to Santa today and once again a Pardon was on the top of her Christmas wish list.
324,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
325,0,"And for that, Hillary Clinton is a big big contender whichever you look at it  https://t.co/1faJpFNMpm"
326,0,"And for that, Hillary Clinton is a big big contender whichever you look at it  https://t.co/1faJpFNMpm"
327,3,RT @GKMTNtwits: What a real leader sounds like: @HillaryClinton talking homeland security! https://t.co/9OQTBH37Xa @allinwithchris https://…
328,2,RT @GKMTNtwits: What a real leader sounds like: @HillaryClinton talking homeland security! https://t.co/9OQTBH37Xa @maddow https://t.co/KGl…
329,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
330,0,RT @ParamjitGarewal: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
331,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
332,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
333,2,"RT @trevortimm: On the left: Trump's remarks on the Internet &amp; free speech everyone is making fun of.

On the right: Hillary Clinton https:…"
334,-3,"RT @GodfreyHuguley: Hillary Clinton:We must stand against hateful, inflammatory, anti-muslim rhetoric. She left off jacka#s. #comedy #stand…"
335,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
336,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
337,0,"And for that, Hillary Clinton is a big big contender whichever you look at it  https://t.co/1faJpFNMpm"
338,3,RT @GKMTNtwits: What a real leader sounds like: @HillaryClinton talking homeland security! https://t.co/9OQTBH37Xa @allinwithchris https://…
339,0,#news #latest Hillary's new campaign strategy? Running as Obama-plus: I call Clinton's strategy Obama-plus. She will do ever... …
340,0,RT @ParamjitGarewal: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
341,2,"RT @markhor: ""Can I really be this lucky? Nobody is this lucky!""
--Hillary Clinton, right now"
342,2,"RT @markhor: ""Can I really be this lucky? Nobody is this lucky!""
--Hillary Clinton, right now"
343,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
344,-1,"RT @NolteNC: Rape-Hoaxer Lena Dunham to Campaign for Rape-Denier Hillary Clinton 

https://t.co/DpPHDwqOcP https://t.co/WrFlyKlBg3"
345,-3,"RT @GodfreyHuguley: Hillary Clinton:We must stand against hateful, inflammatory, anti-muslim rhetoric. She left off jacka#s. #comedy #stand…"
346,-3,"RT @GodfreyHuguley: Hillary Clinton:We must stand against hateful, inflammatory, anti-muslim rhetoric. She left off jacka#s. #comedy #stand…"
347,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
348,0,"And for that, Hillary Clinton is a big big contender whichever you look at it  https://t.co/1faJpFNMpm"
349,1,"RT @melaninbri: here's a game...

take a shot of whatever drink when you hear the words
""(Barack) Obama""
""Hillary (Clinton)""
""Syrian refuge…"
350,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
351,0,RT @ParamjitGarewal: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
352,0,RT @ParamjitGarewal: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
353,2,"RT @markhor: ""Can I really be this lucky? Nobody is this lucky!""
--Hillary Clinton, right now"
354,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
355,-1,"RT @NolteNC: Rape-Hoaxer Lena Dunham to Campaign for Rape-Denier Hillary Clinton 

https://t.co/DpPHDwqOcP https://t.co/WrFlyKlBg3"
356,-1,"RT @NolteNC: Rape-Hoaxer Lena Dunham to Campaign for Rape-Denier Hillary Clinton 

https://t.co/DpPHDwqOcP https://t.co/WrFlyKlBg3"
357,-3,"RT @GodfreyHuguley: Hillary Clinton:We must stand against hateful, inflammatory, anti-muslim rhetoric. She left off jacka#s. #comedy #stand…"
358,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
359,0,Questions Legitimate Journalists Should Be Asking Hillary Clinton - RealClearPolitics https://t.co/AUgGVy2wsy https://t.co/qAQj54OPs8
360,0,"Bernie Sanders: Says something 

Hillary Clinton: ""RT"""
361,0,RT @ParamjitGarewal: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
362,0,RT @ParamjitGarewal: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
363,0,RT @ParamjitGarewal: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
364,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
365,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
366,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
367,-1,"RT @NolteNC: Rape-Hoaxer Lena Dunham to Campaign for Rape-Denier Hillary Clinton 

https://t.co/DpPHDwqOcP https://t.co/WrFlyKlBg3"
368,-3,"RT @GodfreyHuguley: Hillary Clinton:We must stand against hateful, inflammatory, anti-muslim rhetoric. She left off jacka#s. #comedy #stand…"
369,2,RT @GKMTNtwits: What a real leader sounds like: @HillaryClinton talking homeland security! https://t.co/9OQTBH37Xa @maddow https://t.co/KGl…
370,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
371,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
372,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
373,0,RT @ParamjitGarewal: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
374,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
375,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
376,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
377,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
378,-1,"RT @NolteNC: Rape-Hoaxer Lena Dunham to Campaign for Rape-Denier Hillary Clinton 

https://t.co/DpPHDwqOcP https://t.co/WrFlyKlBg3"
379,3,RT @GKMTNtwits: What a real leader sounds like: @HillaryClinton talking homeland security! https://t.co/9OQTBH37Xa @allinwithchris https://…
380,-2,The questions  journalists should be asking Hillary Clinton https://t.co/FFhasJW3mF via @DCExaminer Most journalists are Dem. hacks.
381,0,"Bernie Sanders: Says something 

Hillary Clinton: ""RT"""
382,0,"Bernie Sanders: Says something 

Hillary Clinton: ""RT"""
383,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
384,-3,RT @LastGreatStand: Bombshell Email: Hillary Clinton Gave Benghazi Stand Down Order - https://t.co/x5S4aihnJM https://t.co/KhbxaYrszc
385,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
386,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
387,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
388,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
389,0,"And for that, Hillary Clinton is a big big contender whichever you look at it  https://t.co/1faJpFNMpm"
390,-1,"So does Hillary. ""Isn't it time we had a female president."" - Hillary Clinton Sure just not Hillary. #GOPDebate https://t.co/DWXMm1ZbMY"
391,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
392,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
393,0,"Bernie Sanders: Says something 

Hillary Clinton: ""RT"""
394,1,RT @NickMarroletti: A mom just swung by our @HillaryforIA Clinton office because her 12 year old daughter is so excited about Hillary! http…
395,-3,RT @LastGreatStand: Bombshell Email: Hillary Clinton Gave Benghazi Stand Down Order - https://t.co/x5S4aihnJM https://t.co/KhbxaYrszc
396,-3,RT @LastGreatStand: Bombshell Email: Hillary Clinton Gave Benghazi Stand Down Order - https://t.co/x5S4aihnJM https://t.co/KhbxaYrszc
397,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
398,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
399,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
400,1,"Hillary Clinton details plan to defeat Islamic State overseas, in U.S. and on Internet
https://t.co/jcGxhG4HTa"
401,-2,The questions  journalists should be asking Hillary Clinton https://t.co/FFhasJW3mF via @DCExaminer Most journalists are Dem. hacks.
402,-2,The questions  journalists should be asking Hillary Clinton https://t.co/FFhasJW3mF via @DCExaminer Most journalists are Dem. hacks.
403,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
404,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
405,1,RT @NickMarroletti: A mom just swung by our @HillaryforIA Clinton office because her 12 year old daughter is so excited about Hillary! http…
406,1,RT @NickMarroletti: A mom just swung by our @HillaryforIA Clinton office because her 12 year old daughter is so excited about Hillary! http…
407,-3,RT @LastGreatStand: Bombshell Email: Hillary Clinton Gave Benghazi Stand Down Order - https://t.co/x5S4aihnJM https://t.co/KhbxaYrszc
408,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
409,-3,"RT @GodfreyHuguley: Hillary Clinton:We must stand against hateful, inflammatory, anti-muslim rhetoric. She left off jacka#s. #comedy #stand…"
410,0,Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/zh2TFfTKXP @jjauthor
411,-1,"So does Hillary. ""Isn't it time we had a female president."" - Hillary Clinton Sure just not Hillary. #GOPDebate https://t.co/DWXMm1ZbMY"
412,-1,"So does Hillary. ""Isn't it time we had a female president."" - Hillary Clinton Sure just not Hillary. #GOPDebate https://t.co/DWXMm1ZbMY"
413,-2,The questions  journalists should be asking Hillary Clinton https://t.co/FFhasJW3mF via @DCExaminer Most journalists are Dem. hacks.
414,2,RT @kindcutesteve: Hillary Clinton announces new piece of immigration reform policy https://t.co/GrVW5ft1O1 #p2 #AINF #TNTVote https://t.co…
415,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
416,-4,"RT @MartyARamirez: ""@HillaryClinton, she's about kids, she's about moms, she's about families"" —@GovHowardDean https://t.co/unoQzFjzCk http…"
417,1,RT @NickMarroletti: A mom just swung by our @HillaryforIA Clinton office because her 12 year old daughter is so excited about Hillary! http…
418,-3,RT @LastGreatStand: Bombshell Email: Hillary Clinton Gave Benghazi Stand Down Order - https://t.co/x5S4aihnJM https://t.co/KhbxaYrszc
419,-1,"RT @NolteNC: Rape-Hoaxer Lena Dunham to Campaign for Rape-Denier Hillary Clinton 

https://t.co/DpPHDwqOcP https://t.co/WrFlyKlBg3"
420,-4,RT @DailyCaller: Hillary Clinton Still Refuses To Call San Bernardino Killers ‘Terrorists [VIDEO] https://t.co/0LSMlB0pEf https://t.co/owQN…
421,1,"Hillary Clinton details plan to defeat Islamic State overseas, in U.S. and on Internet
https://t.co/jcGxhG4HTa"
422,1,"Hillary Clinton details plan to defeat Islamic State overseas, in U.S. and on Internet
https://t.co/jcGxhG4HTa"
423,-1,"So does Hillary. ""Isn't it time we had a female president."" - Hillary Clinton Sure just not Hillary. #GOPDebate https://t.co/DWXMm1ZbMY"
424,2,RT @Writeintrump: Hillary Clinton made out her letter to Santa today and once again a Pardon was on the top of her Christmas wish list.
425,2,RT @kindcutesteve: Hillary Clinton announces new piece of immigration reform policy https://t.co/GrVW5ft1O1 #p2 #AINF #TNTVote https://t.co…
426,2,RT @kindcutesteve: Hillary Clinton announces new piece of immigration reform policy https://t.co/GrVW5ft1O1 #p2 #AINF #TNTVote https://t.co…
